junction,hour,day_of_week,weather,temperature_c,vehicles,congestion_score,high_congestion
0,18,4,0,34.4,736,18.5,1
4,16,4,0,42.0,241,7.7,1
5,16,0,0,42.0,142,4.6,0
5,5,2,1,18.3,70,2.6,0
2,18,3,0,36.4,671,21.8,1
7,5,5,3,18.0,31,0.8,0
5,18,0,0,31.2,649,21.8,1
4,11,1,3,38.1,148,4.6,0
7,11,0,0,41.2,254,7.9,1
1,7,1,0,27.9,72,1.7,0
5,13,6,0,42.0,264,9.1,1
5,12,3,0,39.5,329,11.4,1
7,23,6,1,20.3,76,2.5,0
4,22,5,0,26.3,295,9.6,1
4,12,5,3,41.5,116,3.5,0
5,9,6,0,34.8,421,14.0,1
3,1,5,1,20.8,35,0.9,0
1,23,0,1,20.9,74,1.0,0
1,11,6,0,38.7,328,8.1,1
3,18,2,2,40.2,436,14.4,1
0,5,4,1,24.9,39,1.2,0
0,16,3,1,36.9,252,6.3,1
0,10,1,0,34.9,664,17.0,1
4,9,1,0,30.9,515,17.7,1
4,1,1,1,19.4,52,1.4,0
3,12,3,0,40.7,214,7.3,1
1,8,5,1,28.7,557,14.3,1
4,9,0,0,31.3,583,19.3,1
5,4,3,1,22.4,45,2.0,0
6,18,4,0,32.2,628,20.5,1
1,8,5,3,28.5,341,8.2,1
7,14,3,0,42.0,238,8.5,1
6,3,5,2,18.0,28,1.0,0
2,2,3,0,20.8,70,2.4,0
7,10,5,0,37.7,468,16.3,1
5,10,2,0,30.5,480,16.3,1
0,9,2,0,32.9,647,16.4,1
7,5,3,0,25.4,41,1.4,0
2,14,5,0,41.4,186,5.7,0
5,7,3,1,25.2,96,2.9,0
5,18,1,0,37.0,520,17.2,1
2,2,1,1,18.0,77,2.3,0
5,17,1,1,36.9,597,20.1,1
7,8,3,0,29.2,498,16.6,1
4,3,5,1,19.3,63,2.4,0
7,9,6,0,39.0,491,16.6,1
4,15,6,1,41.5,243,8.1,1
3,3,0,0,20.8,75,2.5,0
4,1,3,2,18.0,39,1.1,0
7,10,0,0,34.2,467,15.6,1
0,7,2,0,28.2,65,1.2,0
1,4,1,0,18.9,59,1.6,0
6,14,6,1,42.0,286,9.4,1
4,20,5,0,34.0,280,9.2,1
0,8,2,0,30.7,565,14.4,1
7,10,1,0,34.9,587,19.8,1
0,11,5,2,38.9,200,5.6,0
5,20,3,0,31.1,213,7.3,1
1,15,6,0,41.4,272,6.7,1
5,17,4,0,34.7,579,19.7,1
3,6,2,1,22.9,42,1.3,0
0,23,5,0,22.0,43,1.5,0
6,15,2,1,42.0,240,7.5,1
1,16,5,0,39.9,367,9.1,1
3,21,0,0,26.6,269,8.9,1
4,2,1,0,21.5,75,3.3,0
6,1,6,0,18.0,37,1.3,0
3,6,2,1,22.0,41,1.0,0
4,19,3,0,31.5,643,21.6,1
5,15,6,3,41.7,130,4.3,0
1,20,5,0,34.2,216,5.1,0
2,23,3,0,23.5,36,1.4,0
0,17,1,1,34.5,820,19.9,1
0,8,5,2,30.1,305,7.9,1
5,4,5,0,21.3,35,0.7,0
6,18,0,0,37.7,543,17.6,1
2,21,6,0,31.4,236,7.9,1
6,4,4,0,18.6,57,2.5,0
1,10,6,0,34.4,562,14.1,1
3,16,4,3,40.6,142,4.6,0
2,12,6,0,39.4,222,7.6,1
4,15,1,0,38.3,219,7.0,1
6,21,4,0,27.7,231,7.7,1
0,1,6,3,18.0,46,1.0,0
0,18,2,1,33.5,893,22.4,1
6,11,5,0,38.4,187,6.1,1
6,0,2,0,20.5,48,1.5,0
0,9,3,0,34.6,585,15.1,1
0,11,4,1,40.9,302,7.5,1
6,17,0,0,35.4,611,20.0,1
0,9,2,0,33.8,710,17.2,1
4,12,1,0,40.4,218,7.0,1
7,7,4,0,27.7,130,4.2,0
5,12,6,0,36.1,217,7.2,1
0,3,6,1,18.3,24,0.1,0
6,17,3,0,39.8,551,18.1,1
4,22,2,3,24.9,159,5.5,0
1,23,6,0,21.0,56,0.9,0
2,2,2,0,18.0,34,1.0,0
1,10,4,0,35.9,711,17.7,1
7,23,0,1,21.5,40,1.1,0
6,23,2,0,18.9,52,1.9,0
7,11,5,0,39.4,281,9.4,1
4,6,1,2,22.7,54,1.3,0
2,8,5,0,29.8,341,11.2,1
5,18,2,0,38.2,525,17.9,1
3,23,1,2,21.5,35,0.9,0
6,12,0,0,40.3,302,10.2,1
6,2,0,1,18.0,66,2.3,0
1,13,4,0,41.7,336,8.7,1
0,7,6,1,28.3,60,1.2,0
2,13,5,3,39.3,156,5.2,0
0,5,1,0,18.5,26,0.6,0
3,10,3,1,39.6,553,18.3,1
5,4,1,0,23.8,79,3.1,0
3,11,2,1,41.5,153,5.1,0
1,15,6,0,38.8,288,7.7,1
3,11,3,0,39.4,246,8.5,1
5,12,0,2,38.9,189,6.2,1
2,3,5,0,19.1,78,2.2,0
6,8,3,1,28.4,539,18.4,1
7,5,4,3,22.6,53,1.6,0
4,23,2,0,18.1,36,1.2,0
4,11,0,1,38.6,253,8.6,1
3,20,2,0,30.9,205,7.3,1
0,19,5,2,32.7,518,13.1,1
0,13,0,0,42.0,271,6.5,1
1,2,6,0,18.0,55,1.4,0
7,13,1,0,42.0,285,10.0,1
3,9,3,1,34.5,511,17.2,1
4,19,2,0,36.2,476,15.9,1
6,6,3,0,25.6,35,0.9,0
2,14,1,0,42.0,253,8.7,1
4,16,0,0,40.6,272,9.8,1
5,20,3,0,29.9,144,5.1,0
7,12,6,0,40.5,250,8.7,1
1,6,0,1,23.6,59,1.5,0
2,17,0,0,39.4,520,16.9,1
3,10,0,1,38.5,503,16.9,1
7,7,2,1,27.1,112,3.8,0
7,22,4,0,25.6,263,9.0,1
4,8,1,1,28.0,437,14.5,1
5,2,1,2,20.3,52,2.3,0
6,16,5,1,38.0,228,7.6,1
3,16,3,0,37.0,326,10.7,1
7,0,4,1,20.5,66,1.8,0
0,8,6,0,30.7,631,15.8,1
3,22,6,1,22.6,251,8.4,1
0,11,4,0,38.2,300,7.2,1
1,17,1,0,38.6,708,17.9,1
1,23,3,0,23.2,71,2.0,0
2,12,1,0,42.0,194,6.2,1
3,20,4,0,28.9,277,9.0,1
2,1,6,0,18.0,53,1.7,0
4,21,6,1,27.3,259,8.3,1
5,6,0,2,20.2,45,1.7,0
6,2,5,2,19.8,25,0.8,0
5,23,0,2,18.8,35,1.0,0
3,17,4,2,39.3,381,12.6,1
3,15,0,2,42.0,154,5.2,0
2,10,5,0,37.0,412,13.7,1
2,7,6,2,27.5,49,1.9,0
7,16,2,2,41.0,212,7.3,1
2,4,0,1,19.7,63,2.4,0
0,2,5,0,19.2,54,1.8,0
6,18,3,2,36.7,345,11.7,1
7,3,1,0,19.4,36,1.1,0
4,17,3,0,41.6,604,20.4,1
7,21,3,1,28.8,192,6.4,1
4,21,5,0,26.4,178,5.5,0
0,1,1,0,21.0,33,0.6,0
5,13,5,1,42.0,289,9.5,1
7,6,3,0,24.8,52,1.7,0
6,9,6,1,31.8,369,12.1,1
7,12,6,0,38.4,203,7.0,1
0,2,2,1,22.7,42,0.6,0
6,13,1,0,42.0,181,5.8,0
7,1,0,1,18.0,75,3.1,0
0,22,3,0,28.7,350,8.7,1
5,23,6,0,21.4,24,0.6,0
3,12,4,0,40.7,167,5.6,0
6,14,4,0,39.1,179,5.8,0
0,8,0,0,30.9,629,15.9,1
5,23,6,1,19.1,41,0.7,0
0,1,2,0,18.0,72,1.6,0
6,17,6,0,41.3,445,15.1,1
0,6,5,1,26.4,50,1.2,0
0,8,4,1,29.5,722,18.2,1
4,20,2,0,30.3,331,10.6,1
3,18,1,0,38.7,683,23.0,1
6,16,5,1,37.8,271,9.0,1
6,22,1,1,24.1,287,9.5,1
0,11,3,0,40.2,283,7.0,1
3,12,3,1,42.0,162,5.3,0
3,9,4,0,35.6,532,17.5,1
0,19,1,1,31.0,748,19.0,1
1,8,1,0,28.6,582,14.3,1
7,0,4,2,18.0,34,0.9,0
3,9,2,3,37.8,259,8.5,1
5,15,1,3,42.0,161,5.3,0
0,7,4,0,27.1,136,3.5,0
2,5,2,0,21.1,74,3.1,0
3,16,3,0,42.0,163,5.2,0
6,2,5,3,19.8,49,1.3,0
3,12,1,0,41.4,225,7.4,1
4,23,2,0,19.9,42,1.4,0
4,21,4,0,25.6,283,9.2,1
7,14,3,2,42.0,127,4.7,0
1,18,6,0,34.6,674,17.1,1
1,8,5,0,29.3,484,12.2,1
6,1,3,0,20.3,79,2.4,0
0,2,4,1,18.0,26,0.6,0
5,23,2,3,23.8,38,1.1,0
5,15,3,0,41.7,251,8.5,1
2,10,6,1,36.8,505,17.1,1
4,14,2,1,41.1,268,8.7,1
6,4,6,0,20.9,29,1.6,0
2,8,0,1,22.3,483,16.5,1
3,23,2,0,22.7,59,1.5,0
6,8,6,0,28.2,423,13.9,1
3,22,6,1,20.5,263,8.9,1
1,20,0,0,32.5,187,4.4,0
3,3,2,0,18.0,41,2.0,0
5,23,2,0,18.0,77,2.4,0
5,5,1,0,19.7,75,2.2,0
5,8,6,3,29.7,265,9.2,1
4,5,0,0,19.1,27,0.2,0
6,7,5,1,30.9,95,2.9,0
7,18,5,1,32.5,345,11.3,1
2,15,3,1,39.9,240,8.3,1
5,16,2,0,41.2,167,5.7,0
1,9,2,0,32.0,668,16.6,1
1,1,4,0,21.0,70,1.9,0
5,8,6,0,31.5,420,14.3,1
7,23,6,0,18.0,34,1.3,0
6,0,0,0,21.8,45,1.6,0
3,7,6,1,26.5,113,4.1,0
5,17,2,0,38.7,499,16.5,1
0,8,2,3,32.5,436,11.0,1
3,8,0,0,32.3,440,15.1,1
4,22,6,0,21.9,258,8.6,1
3,11,6,0,37.6,274,9.4,1
3,7,2,0,27.0,90,3.2,0
0,19,0,0,29.9,824,20.3,1
1,13,2,0,42.0,267,6.6,1
7,13,3,0,40.9,207,7.3,1
0,1,0,1,18.0,54,1.3,0
3,14,6,0,42.0,243,8.5,1
0,5,4,1,25.9,77,2.2,0
3,7,4,0,26.6,99,3.4,0
6,1,2,1,19.2,74,2.6,0
4,14,6,0,42.0,272,9.3,1
0,23,3,2,21.1,23,0.5,0
6,7,3,3,28.9,94,3.3,0
5,11,1,0,35.7,213,7.6,1
1,19,3,1,33.4,681,17.1,1
2,0,1,2,21.0,28,0.9,0
1,21,0,0,27.6,251,6.3,1
2,9,6,2,38.2,251,8.3,1
6,9,1,1,34.2,367,12.5,1
7,12,2,0,39.2,228,7.7,1
7,16,3,0,39.6,275,9.6,1
3,6,6,0,23.5,68,2.0,0
4,17,3,1,38.9,486,16.1,1
7,22,3,0,23.6,250,8.2,1
5,1,2,1,18.7,60,1.7,0
5,17,1,2,37.1,402,13.0,1
6,14,1,1,42.0,212,6.6,1
2,23,1,0,21.9,23,1.3,0
6,8,4,1,30.7,584,19.3,1
4,23,2,0,18.0,39,1.2,0
0,9,4,1,33.2,626,15.3,1
7,9,1,1,35.1,555,18.3,1
4,13,2,0,41.4,286,9.5,1
7,12,0,1,42.0,224,8.0,1
1,15,5,1,42.0,255,6.0,1
3,12,3,0,40.4,140,4.8,0
2,10,0,1,33.4,428,14.5,1
1,21,4,1,29.0,254,6.2,1
4,9,0,1,35.1,471,16.1,1
7,15,2,2,39.8,163,5.0,0
1,19,4,0,30.5,818,20.2,1
2,2,6,1,18.0,23,0.4,0
1,18,3,0,37.0,819,20.8,1
0,12,0,0,42.0,298,7.5,1
6,13,5,1,42.0,225,7.5,1
1,16,2,0,42.0,239,6.3,1
6,17,4,0,40.9,639,21.5,1
2,4,0,1,25.4,53,1.9,0
7,16,3,0,38.7,325,10.8,1
1,12,5,1,42.0,266,6.6,1
3,1,1,1,19.8,25,0.7,0
5,3,4,0,18.0,39,1.1,0
7,2,3,1,18.0,77,2.8,0
4,12,5,1,40.3,266,9.2,1
0,9,1,0,33.4,581,13.9,1
6,19,3,0,31.4,609,20.2,1
4,4,4,0,20.0,70,2.3,0
3,11,1,0,38.9,159,5.1,0
1,17,6,0,36.9,536,13.6,1
1,0,5,0,21.0,48,0.7,0
6,1,4,0,18.3,61,2.4,0
4,13,0,0,39.3,206,6.5,1
1,2,1,0,18.0,44,1.3,0
2,18,3,2,35.4,452,14.7,1
1,12,2,1,38.1,266,6.5,1
6,9,5,0,35.5,464,15.7,1
3,13,1,0,42.0,265,9.3,1
1,7,3,0,23.8,119,3.1,0
4,18,2,1,36.7,497,16.2,1
6,18,6,0,36.4,447,15.2,1
0,9,2,0,34.8,647,16.3,1
0,10,3,0,35.5,657,16.7,1
6,19,4,2,34.2,420,14.0,1
3,16,3,1,38.6,154,5.1,0
3,0,6,0,18.0,47,1.5,0
5,21,5,0,30.4,252,8.6,1
7,8,1,0,29.8,587,19.0,1
7,0,1,1,21.8,55,1.9,0
0,22,4,0,23.4,372,9.2,1
4,21,6,0,27.1,332,10.4,1
7,20,3,3,29.9,114,4.0,0
1,3,2,0,18.8,32,0.7,0
6,13,0,0,39.1,229,6.9,1
2,22,0,3,23.3,186,5.6,0
3,13,4,1,42.0,216,7.3,1
5,2,6,0,18.0,67,2.3,0
7,9,0,0,36.8,513,16.6,1
3,15,4,0,40.0,200,6.9,1
3,18,4,2,38.7,475,16.2,1
5,5,0,1,19.5,25,0.5,0
5,19,4,0,33.7,515,17.4,1
1,5,6,0,19.5,70,1.9,0
5,6,0,0,20.8,67,2.6,0
7,14,4,2,42.0,148,4.6,0
6,14,5,1,40.5,228,7.9,1
6,16,4,0,38.0,281,9.9,1
6,22,3,1,24.2,234,8.0,1
5,15,4,0,39.5,281,9.2,1
6,21,1,1,24.4,263,9.1,1
3,15,3,1,40.8,345,11.3,1
2,4,1,0,24.3,49,1.7,0
0,21,1,2,27.0,251,6.3,1
6,15,5,0,42.0,245,8.5,1
6,12,2,0,40.2,226,7.3,1
0,17,1,1,38.2,829,21.0,1
7,18,5,0,38.8,540,17.9,1
6,12,2,0,36.2,296,9.2,1
7,2,5,0,18.0,47,1.6,0
2,12,4,0,40.2,244,8.2,1
5,16,2,1,41.1,218,7.2,1
7,7,4,0,27.3,108,4.0,0
6,14,3,2,39.9,161,5.6,0
5,6,6,1,25.5,64,2.5,0
4,22,2,1,25.1,225,7.7,1
3,5,4,2,20.0,49,1.0,0
5,20,4,0,31.0,269,8.8,1
6,8,0,0,27.8,430,14.5,1
7,3,1,1,18.0,61,2.3,0
0,7,3,1,20.6,76,2.1,0
7,8,1,1,28.3,520,17.4,1
7,1,0,0,18.1,78,2.7,0
2,16,5,0,39.3,161,5.6,0
4,0,0,0,18.0,50,1.6,0
2,15,1,2,42.0,200,6.7,1
2,0,2,2,19.1,39,1.2,0
0,9,0,3,36.5,445,10.8,1
2,6,6,0,23.8,66,2.1,0
2,21,2,0,25.8,241,8.5,1
4,16,1,0,39.0,191,6.4,1
3,11,3,0,38.0,254,9.0,1
1,1,2,1,21.6,20,0.8,0
7,3,0,1,18.4,72,2.4,0
3,9,6,3,37.2,334,10.9,1
1,2,6,0,18.0,37,1.0,0
0,5,2,1,19.0,26,0.8,0
0,19,1,0,31.6,832,20.8,1
0,12,2,2,42.0,186,4.5,0
6,20,1,0,33.7,276,9.0,1
7,0,4,1,19.6,79,2.6,0
3,8,6,0,30.2,391,13.1,1
6,1,3,2,20.1,44,2.1,0
6,23,2,0,20.4,58,2.2,0
0,4,3,3,19.3,44,0.8,0
1,12,6,0,36.6,219,5.7,0
3,16,4,0,38.3,251,8.6,1
1,19,2,0,33.4,756,19.3,1
7,12,0,1,42.0,179,5.8,0
3,14,5,0,42.0,278,9.3,1
2,9,5,1,34.5,456,15.2,1
1,20,2,0,28.7,229,5.7,0
5,21,4,0,27.6,211,7.3,1
5,21,1,2,26.0,133,4.1,0
2,22,1,2,21.5,208,6.4,1
6,3,4,1,19.3,35,1.4,0
7,1,1,0,18.0,75,2.6,0
6,15,0,0,40.3,297,10.3,1
1,3,3,0,21.6,44,1.3,0
3,6,1,0,20.3,35,1.1,0
4,18,3,0,37.7,544,18.3,1
6,8,6,0,29.7,455,14.5,1
4,8,2,0,29.4,532,17.5,1
6,14,4,1,42.0,250,8.4,1
3,2,5,0,19.3,73,2.5,0
5,2,3,0,18.0,54,1.8,0
1,14,6,0,41.4,272,7.4,1
6,16,4,2,40.5,121,4.5,0
5,22,4,0,23.0,228,8.0,1
4,18,5,0,36.5,520,17.4,1
2,21,6,0,27.2,216,6.9,1
3,23,6,1,18.9,51,2.4,0
0,3,3,0,19.6,31,0.9,0
0,5,3,0,21.9,75,1.9,0
6,10,5,0,35.4,398,13.0,1
2,9,2,0,33.6,524,17.7,1
1,20,0,0,32.4,249,6.4,1
5,18,3,1,34.2,604,20.0,1
0,15,1,0,37.9,278,7.3,1
1,8,5,0,29.9,467,11.9,1
0,6,5,1,25.1,43,0.6,0
1,19,0,0,30.1,819,21.2,1
1,22,6,0,26.7,257,5.9,0
0,1,1,2,19.1,53,1.1,0
4,0,0,0,18.0,31,1.3,0
1,2,3,0,18.0,50,1.7,0
2,9,0,0,31.2,419,14.2,1
4,18,3,0,35.9,527,17.8,1
0,5,2,3,22.2,35,1.1,0
3,20,0,0,28.8,203,6.7,1
3,12,6,0,37.3,233,7.9,1
2,16,1,0,38.9,247,8.0,1
1,4,3,0,20.5,32,1.1,0
0,16,3,1,39.3,231,5.9,0
3,15,5,1,42.0,245,8.1,1
1,3,0,0,18.0,48,0.8,0
3,5,6,0,22.5,71,2.1,0
5,22,6,1,27.5,249,7.7,1
4,7,0,0,25.3,101,3.7,0
5,3,6,0,18.0,65,2.2,0
6,21,6,0,26.5,256,9.0,1
1,6,5,0,26.8,32,0.9,0
0,7,1,0,27.6,97,2.6,0
6,7,2,2,25.8,78,2.9,0
7,15,6,2,42.0,115,4.3,0
7,13,3,1,42.0,218,6.8,1
1,12,0,1,40.5,298,7.4,1
3,15,2,0,40.6,259,8.6,1
2,0,0,0,21.6,60,2.1,0
3,3,4,0,22.4,40,1.1,0
7,14,2,0,37.8,201,6.7,1
2,3,3,0,19.5,56,2.1,0
4,11,1,1,40.0,261,8.9,1
4,23,5,0,22.4,77,2.8,0
1,11,2,2,39.2,222,5.7,0
0,3,5,0,18.4,37,0.8,0
2,16,6,0,42.0,260,8.5,1
4,9,5,2,31.4,313,10.3,1
6,8,2,0,33.5,478,16.0,1
4,10,5,1,36.6,391,13.1,1
3,1,3,3,18.0,54,2.1,0
7,20,3,2,29.5,175,5.7,0
0,17,1,2,40.6,506,12.5,1
1,5,0,2,18.0,35,0.8,0
3,7,5,0,23.7,118,4.1,0
0,6,3,2,23.2,28,0.9,0
0,21,3,0,28.4,285,6.9,1
0,8,6,2,32.9,452,11.3,1
0,21,5,2,26.1,147,3.8,0
2,12,1,2,42.0,182,5.8,0
4,11,2,0,41.5,192,6.1,1
5,23,0,3,23.4,35,1.0,0
6,1,6,1,20.4,33,1.0,0
2,13,2,0,40.6,213,6.9,1
6,9,3,1,35.9,471,15.7,1
2,5,5,3,22.2,49,2.0,0
2,16,1,1,42.0,232,7.1,1
5,17,4,0,40.4,568,18.9,1
1,7,0,1,27.1,66,1.5,0
6,17,1,1,35.3,472,15.6,1
5,5,2,0,22.2,24,1.1,0
0,10,1,2,35.7,492,12.2,1
1,0,5,1,21.2,20,0.4,0
2,20,1,0,30.7,197,6.4,1
6,21,0,0,29.4,152,4.8,0
5,19,5,0,32.4,485,16.3,1
3,10,4,0,37.2,438,14.4,1
0,9,1,0,32.5,716,17.7,1
1,12,0,1,40.8,272,6.5,1
1,20,4,0,29.6,299,7.5,1
0,8,5,0,27.7,433,10.8,1
0,14,1,0,39.8,218,5.3,0
2,13,3,1,38.5,249,8.7,1
0,5,5,0,21.1,60,1.3,0
1,12,3,0,39.7,190,5.5,0
4,21,2,1,29.4,158,5.2,0
6,0,6,0,23.6,68,1.8,0
5,16,4,0,42.0,196,6.5,1
7,12,1,3,37.8,112,3.7,0
4,7,0,0,27.3,145,5.1,0
2,19,0,1,33.6,547,18.2,1
1,13,1,0,42.0,278,7.5,1
6,5,1,0,19.3,79,2.2,0
0,7,0,2,24.4,104,2.4,0
4,21,0,0,26.3,236,8.1,1
1,6,3,0,22.3,75,2.0,0
5,0,6,1,18.0,64,2.3,0
5,0,5,0,22.3,44,2.2,0
3,16,4,0,42.0,297,9.8,1
0,0,1,0,18.0,45,1.2,0
1,8,4,3,30.2,452,11.3,1
7,22,2,0,25.7,259,9.0,1
3,3,1,1,18.0,77,2.1,0
4,20,1,0,24.4,292,9.7,1
4,23,2,0,23.9,53,1.3,0
2,19,0,0,33.4,494,16.5,1
5,4,6,0,18.0,34,0.4,0
1,7,6,2,26.6,47,1.1,0
7,22,1,1,25.1,192,6.1,1
7,6,1,1,24.9,42,1.1,0
2,0,0,2,20.0,32,0.9,0
4,8,3,0,31.8,459,15.4,1
1,1,6,0,18.0,60,0.8,0
7,7,1,1,29.3,58,1.5,0
7,14,1,1,39.3,240,7.7,1
4,2,4,0,19.9,53,2.2,0
1,14,5,0,41.3,271,6.8,1
3,19,0,1,33.5,663,22.2,1
6,11,6,1,42.0,252,9.1,1
1,17,3,0,39.1,724,17.7,1
6,4,3,1,19.1,31,1.1,0
1,16,2,0,41.3,257,6.6,1
0,12,4,0,42.0,221,5.4,0
4,0,6,0,18.0,34,1.3,0
3,7,1,0,25.7,53,1.7,0
6,12,0,1,40.9,241,7.7,1
6,23,1,0,21.2,69,2.7,0
7,19,3,0,28.1,514,16.8,1
6,4,2,3,18.2,31,1.3,0
5,0,2,0,19.0,78,3.1,0
4,17,0,1,36.2,615,20.3,1
7,7,6,1,23.8,51,1.3,0
3,19,2,0,31.8,672,22.4,1
1,18,3,1,36.5,668,16.5,1
0,19,0,0,34.3,772,19.4,1
4,1,5,2,18.1,44,1.0,0
5,18,1,0,38.9,647,21.6,1
4,15,1,2,42.0,210,7.1,1
5,18,2,0,36.1,568,18.9,1
5,20,6,0,30.7,247,8.2,1
2,15,5,0,42.0,252,8.7,1
3,19,4,0,34.4,456,15.2,1
5,4,4,1,21.8,74,2.9,0
7,8,4,0,32.2,572,19.5,1
2,4,0,1,21.6,42,1.2,0
4,0,2,1,21.0,24,0.9,0
0,14,5,0,38.6,236,6.2,1
2,23,2,0,23.7,22,0.6,0
2,4,5,1,19.7,70,2.4,0
1,17,1,0,38.1,797,19.4,1
7,0,2,0,18.0,28,0.7,0
7,18,0,0,35.4,520,17.2,1
5,9,0,1,33.9,383,12.5,1
3,23,2,0,26.5,57,1.7,0
2,7,1,0,27.0,86,2.6,0
5,9,6,1,35.1,491,16.1,1
1,1,3,1,18.0,64,1.5,0
7,7,1,0,25.8,82,2.5,0
3,17,2,1,38.5,504,17.0,1
2,2,5,2,20.6,27,0.2,0
5,10,0,0,33.0,510,17.0,1
6,5,0,0,23.9,75,2.3,0
5,7,4,0,26.0,64,2.0,0
6,14,4,0,42.0,177,5.8,0
5,14,3,1,42.0,301,10.2,1
6,12,3,0,42.0,219,7.0,1
1,7,0,1,27.9,108,2.5,0
3,13,5,0,39.8,327,11.5,1
5,16,2,0,42.0,294,10.1,1
0,8,4,2,30.6,432,11.0,1
2,17,0,0,36.5,677,22.4,1
6,1,0,0,18.0,54,1.7,0
4,10,2,1,35.2,583,20.2,1
0,13,1,0,41.0,247,6.0,0
6,14,0,0,42.0,198,6.5,1
3,13,1,1,37.1,215,7.2,1
4,4,4,0,18.0,62,1.7,0
6,16,2,1,39.4,335,11.5,1
1,21,1,2,26.7,270,7.2,1
6,20,3,0,29.9,196,6.5,1
6,13,2,0,38.8,183,5.8,0
4,21,4,0,28.1,184,5.9,0
2,6,3,0,22.7,33,1.1,0
4,23,5,1,20.0,46,1.2,0
5,20,4,0,29.4,232,7.7,1
3,22,4,3,21.6,179,5.8,0
7,22,0,0,22.3,250,8.2,1
3,22,3,0,21.6,224,6.9,1
2,2,5,0,18.0,68,2.0,0
6,18,0,3,36.4,387,13.3,1
4,17,3,0,37.6,623,20.3,1
2,10,6,0,32.5,433,14.6,1
0,22,1,0,24.1,309,7.9,1
7,19,4,1,35.7,472,15.8,1
0,0,0,0,19.5,39,1.1,0
3,16,6,0,40.4,296,9.3,1
3,8,1,0,29.3,502,16.7,1
